UTC time;Satellites;Speed (km/h);Elapsed time (s);Distance (m)
92.101.500;9;32.74;1404.25;19328.86
92.101.550;9;32.81;1404.30;19329.31
92.101.600;9;33.18;1404.35;19329.77
92.101.650;9;33.59;1404.40;19330.23
92.101.700;9;33.81;1404.45;19330.70
92.101.750;9;33.94;1404.50;19331.17
92.101.800;9;34.01;1404.55;19331.64
92.101.850;9;34.06;1404.60;19332.12
92.101.900;8;34.19;1404.65;19332.59
92.101.950;8;34.33;1404.70;19333.07
92.102.000;8;34.42;1404.75;19333.54
92.102.050;8;34.54;1404.80;19334.02
92.102.100;8;34.73;1404.85;19334.50
92.102.150;8;34.95;1404.90;19334.99
92.102.200;8;35.18;1404.95;19335.48
92.102.250;8;35.38;1405.00;19335.97
92.102.300;8;35.49;1405.05;19336.46
92.102.350;8;35.55;1405.10;19336.95
92.102.400;8;35.53;1405.15;19337.44
92.102.450;8;35.55;1405.20;19337.94
92.102.500;8;35.75;1405.25;19338.43
92.102.550;8;35.98;1405.30;19338.93
92.102.600;8;36.08;1405.35;19339.43
92.102.650;8;36.15;1405.40;19339.93
92.102.700;8;36.29;1405.45;19340.44
92.102.750;8;36.41;1405.50;19340.94
92.102.800;8;36.44;1405.55;19341.45
92.102.850;8;36.48;1405.60;19341.95
92.102.900;9;36.67;1405.65;19342.46
92.102.950;9;36.81;1405.70;19342.97
92.103.000;9;36.68;1405.75;19343.48
92.103.050;9;36.59;1405.80;19343.99
92.103.100;9;36.85;1405.85;19344.50
92.103.150;9;37.18;1405.90;19345.02
92.103.200;9;37.33;1405.95;19345.53
92.103.250;9;37.41;1406.00;19346.05
92.103.300;9;37.47;1406.05;19346.57
92.103.350;9;37.36;1406.10;19347.09
92.103.400;9;36.75;1406.15;19347.61
92.103.450;9;36.31;1406.20;19348.11
92.103.500;9;36.85;1406.25;19348.62
92.103.550;9;37.63;1406.30;19349.14
92.103.600;9;38.14;1406.35;19349.66
92.103.650;9;38.47;1406.40;19350.20
92.103.700;9;38.41;1406.45;19350.73
92.103.750;9;38.35;1406.50;19351.26
92.103.800;9;38.71;1406.55;19351.80
92.103.850;9;39.05;1406.60;19352.34
92.103.900;9;39.00;1406.65;19352.88
92.103.950;9;38.82;1406.70;19353.42
92.104.000;9;38.66;1406.75;19353.96
92.104.050;9;38.55;1406.80;19354.50
92.104.100;9;38.58;1406.85;19355.03
92.104.150;9;38.73;1406.90;19355.57
92.104.200;9;39.04;1406.95;19356.11
92.104.250;9;39.38;1407.00;19356.65
92.104.300;9;39.55;1407.05;19357.20
92.104.350;9;39.73;1407.10;19357.75
92.104.400;9;40.12;1407.15;19358.31
92.104.450;9;40.47;1407.20;19358.87
92.104.500;9;40.58;1407.25;19359.43
92.104.550;9;40.53;1407.30;19359.99
92.104.600;9;40.19;1407.35;19360.55
92.104.650;9;39.98;1407.40;19361.11
92.104.700;9;40.43;1407.45;19361.67
92.104.750;9;41.01;1407.50;19362.23
92.104.800;9;41.32;1407.55;19362.80
92.104.850;9;41.55;1407.60;19363.38
92.104.900;8;41.77;1407.65;19363.96
92.104.950;8;41.92;1407.70;19364.54
92.105.000;8;41.92;1407.75;19365.12
92.105.050;8;41.90;1407.80;19365.70
92.105.100;8;41.99;1407.85;19366.29
92.105.150;8;42.11;1407.90;19366.87
92.105.200;8;42.28;1407.95;19367.46
92.105.250;8;42.46;1408.00;19368.05
92.105.300;8;42.65;1408.05;19368.64
92.105.350;8;42.83;1408.10;19369.23
92.105.400;8;43.03;1408.15;19369.83
92.105.450;8;43.21;1408.20;19370.43
92.105.500;8;43.32;1408.25;19371.03
92.105.550;8;43.40;1408.30;19371.63
92.105.600;8;43.47;1408.35;19372.23
92.105.650;8;43.58;1408.40;19372.84
92.105.700;8;43.83;1408.45;19373.44
92.105.750;8;44.07;1408.50;19374.05
92.105.800;8;44.07;1408.55;19374.67
92.105.850;8;44.07;1408.60;19375.28
92.105.900;9;44.31;1408.65;19375.89
92.105.950;9;44.56;1408.70;19376.51
92.106.000;9;44.68;1408.75;19377.13
92.106.050;9;44.73;1408.80;19377.75
92.106.100;9;44.67;1408.85;19378.37
92.106.150;9;44.63;1408.90;19378.99
92.106.200;9;44.71;1408.95;19379.61
92.106.250;9;44.89;1409.00;19380.23
92.106.300;9;45.17;1409.05;19380.86
92.106.350;9;45.51;1409.10;19381.49
92.106.400;9;45.83;1409.15;19382.12
92.106.450;9;46.14;1409.20;19382.76
92.106.500;9;46.38;1409.25;19383.40
92.106.550;9;46.64;1409.30;19384.05
92.106.600;9;47.09;1409.35;19384.70
92.106.650;9;47.43;1409.40;19385.36
92.106.700;9;47.20;1409.45;19386.01
92.106.750;9;46.95;1409.50;19386.67
92.106.800;9;47.20;1409.55;19387.32
92.106.850;9;47.53;1409.60;19387.98
92.106.900;9;47.61;1409.65;19388.64
92.106.950;9;47.64;1409.70;19389.30
92.107.000;9;47.69;1409.75;19389.96
92.107.050;9;47.76;1409.80;19390.63
92.107.100;9;47.86;1409.85;19391.29
92.107.150;9;47.98;1409.90;19391.96
92.107.200;9;48.15;1409.95;19392.62
92.107.250;9;48.29;1410.00;19393.29
92.107.300;9;48.33;1410.05;19393.96
92.107.350;9;48.38;1410.10;19394.64
92.107.400;9;48.53;1410.15;19395.31
92.107.450;9;48.72;1410.20;19395.98
92.107.500;9;48.89;1410.25;19396.66
92.107.550;9;49.05;1410.30;19397.34
92.107.600;9;49.16;1410.35;19398.02
92.107.650;9;49.28;1410.40;19398.71
92.107.700;9;49.52;1410.45;19399.39
92.107.750;9;49.72;1410.50;19400.08
92.107.800;9;49.71;1410.55;19400.77
92.107.850;9;49.70;1410.60;19401.46
92.107.900;8;49.94;1410.65;19402.16
92.107.950;8;50.21;1410.70;19402.85
92.108.000;8;50.32;1410.75;19403.55
92.108.050;8;50.36;1410.80;19404.25
92.108.100;8;50.35;1410.85;19404.95
92.108.150;8;50.41;1410.90;19405.65
92.108.200;8;50.82;1410.95;19406.35
92.108.250;8;51.21;1411.00;19407.06
92.108.300;8;51.27;1411.05;19407.77
92.108.350;8;51.20;1411.10;19408.48
92.108.400;8;51.05;1411.15;19409.19
92.108.450;8;50.98;1411.20;19409.90
92.108.500;8;51.27;1411.25;19410.61
92.108.550;8;51.61;1411.30;19411.33
92.108.600;8;51.72;1411.35;19412.04
92.108.650;8;51.80;1411.40;19412.76
92.108.700;8;52.00;1411.45;19413.48
92.108.750;8;52.27;1411.50;19414.21
92.108.800;8;52.63;1411.55;19414.94
92.108.850;8;53.01;1411.60;19415.67
92.108.900;10;53.36;1411.65;19416.41
92.108.950;10;53.67;1411.70;19417.15
92.109.000;10;53.97;1411.75;19417.90
92.109.050;10;54.13;1411.80;19418.65
92.109.100;10;53.84;1411.85;19419.40
92.109.150;10;53.65;1411.90;19420.15
92.109.200;10;54.24;1411.95;19420.89
92.109.250;10;54.91;1412.00;19421.65
92.109.300;10;55.10;1412.05;19422.42
92.109.350;10;55.10;1412.10;19423.18
92.109.400;10;55.01;1412.15;19423.95
92.109.450;10;54.89;1412.20;19424.71
92.109.500;10;54.83;1412.25;19425.47
92.109.550;10;54.84;1412.30;19426.23
92.109.600;10;54.98;1412.35;19427.00
92.109.650;10;55.19;1412.40;19427.76
92.109.700;10;55.40;1412.45;19428.53
92.109.750;10;55.60;1412.50;19429.30
92.109.800;10;55.73;1412.55;19430.07
92.109.850;10;55.83;1412.60;19430.85
92.109.900;10;55.88;1412.65;19431.62
92.109.950;10;55.97;1412.70;19432.40
92.110.000;10;56.22;1412.75;19433.18
92.110.050;10;56.46;1412.80;19433.96
92.110.100;10;56.48;1412.85;19434.75
92.110.150;10;56.47;1412.90;19435.53
92.110.200;10;56.57;1412.95;19436.32
92.110.250;10;56.73;1413.00;19437.10
92.110.300;10;56.97;1413.05;19437.89
92.110.350;10;57.20;1413.10;19438.68
92.110.400;10;57.35;1413.15;19439.48
92.110.450;10;57.46;1413.20;19440.28
92.110.500;10;57.54;1413.25;19441.08
92.110.550;10;57.64;1413.30;19441.88
92.110.600;10;57.83;1413.35;19442.68
92.110.650;10;58.01;1413.40;19443.48
92.110.700;10;58.11;1413.45;19444.29
92.110.750;10;58.22;1413.50;19445.10
92.110.800;10;58.47;1413.55;19445.91
92.110.850;10;58.68;1413.60;19446.72
92.110.900;10;58.58;1413.65;19447.53
92.110.950;10;58.49;1413.70;19448.35
92.111.000;10;58.72;1413.75;19449.16
92.111.050;10;59.04;1413.80;19449.98
92.111.100;10;59.31;1413.85;19450.80
92.111.150;10;59.54;1413.90;19451.63
92.111.200;10;59.59;1413.95;19452.45
92.111.250;10;59.66;1414.00;19453.28
92.111.300;10;59.93;1414.05;19454.11
92.111.350;10;60.23;1414.10;19454.95
92.111.400;10;60.39;1414.15;19455.78
92.111.450;10;60.51;1414.20;19456.62
92.111.500;10;60.68;1414.25;19457.47
92.111.550;10;60.83;1414.30;19458.31
92.111.600;10;60.93;1414.35;19459.16
92.111.650;10;61.01;1414.40;19460.00
92.111.700;10;61.12;1414.45;19460.85
92.111.750;10;61.19;1414.50;19461.70
92.111.800;10;61.14;1414.55;19462.55
92.111.850;10;61.07;1414.60;19463.40
92.111.900;11;61.08;1414.65;19464.25
92.111.950;11;61.08;1414.70;19465.09
92.112.000;11;60.98;1414.75;19465.94
92.112.050;11;60.88;1414.80;19466.79
92.112.100;11;60.92;1414.85;19467.63
92.112.150;11;60.98;1414.90;19468.48
92.112.200;11;60.99;1414.95;19469.33
92.112.250;11;60.98;1415.00;19470.17
92.112.300;11;60.90;1415.05;19471.02
92.112.350;11;60.84;1415.10;19471.87
92.112.400;11;60.92;1415.15;19472.71
92.112.450;11;61.01;1415.20;19473.56
92.112.500;11;60.99;1415.25;19474.41
92.112.550;11;61.03;1415.30;19475.25
92.112.600;11;61.35;1415.35;19476.10
92.112.650;11;61.66;1415.40;19476.96
92.112.700;11;61.67;1415.45;19477.81
92.112.750;11;61.61;1415.50;19478.67
92.112.800;11;61.63;1415.55;19479.53
92.112.850;11;61.69;1415.60;19480.38
92.112.900;8;61.84;1415.65;19481.24
92.112.950;8;61.98;1415.70;19482.10
92.113.000;8;62.00;1415.75;19482.96
92.113.050;8;61.99;1415.80;19483.82
92.113.100;8;61.94;1415.85;19484.68
92.113.150;8;61.95;1415.90;19485.54
92.113.200;8;62.21;1415.95;19486.40
92.113.250;8;62.42;1416.00;19487.27
92.113.300;8;62.29;1416.05;19488.14
92.113.350;8;62.07;1416.10;19489.00
92.113.400;8;61.83;1416.15;19489.86
92.113.450;8;61.77;1416.20;19490.72
92.113.500;8;62.24;1416.25;19491.58
92.113.550;8;62.78;1416.30;19492.45
92.113.600;8;62.88;1416.35;19493.32
92.113.650;8;62.99;1416.40;19494.19
92.113.700;8;63.62;1416.45;19495.07
92.113.750;8;64.19;1416.50;19495.96
92.113.800;8;64.15;1416.55;19496.85
92.113.850;8;63.91;1416.60;19497.74
92.113.900;8;63.71;1416.65;19498.63
92.113.950;8;63.56;1416.70;19499.51
92.114.000;8;63.58;1416.75;19500.40
92.114.050;8;63.68;1416.80;19501.28
92.114.100;8;63.79;1416.85;19502.16
92.114.150;8;63.90;1416.90;19503.05
92.114.200;8;63.93;1416.95;19503.94
92.114.250;8;63.99;1417.00;19504.83
92.114.300;8;64.22;1417.05;19505.72
92.114.350;8;64.43;1417.10;19506.61
92.114.400;8;64.45;1417.15;19507.51
92.114.450;8;64.43;1417.20;19508.40
92.114.500;8;64.50;1417.25;19509.30
92.114.550;8;64.58;1417.30;19510.19
92.114.600;8;64.56;1417.35;19511.09
92.114.650;8;64.63;1417.40;19511.99
92.114.700;8;65.10;1417.45;19512.89
92.114.750;8;65.49;1417.50;19513.79
92.114.800;8;65.23;1417.55;19514.70
92.114.850;8;64.93;1417.60;19515.61
92.114.900;8;65.19;1417.65;19516.51
92.114.950;8;65.53;1417.70;19517.42
92.115.000;8;65.60;1417.75;19518.33
92.115.050;8;65.61;1417.80;19519.24
92.115.100;8;65.65;1417.85;19520.15
92.115.150;8;65.72;1417.90;19521.06
92.115.200;8;65.85;1417.95;19521.98
92.115.250;8;65.99;1418.00;19522.89
92.115.300;8;66.06;1418.05;19523.81
92.115.350;8;66.16;1418.10;19524.73
92.115.400;8;66.45;1418.15;19525.65
92.115.450;8;66.73;1418.20;19526.57
92.115.500;8;66.83;1418.25;19527.50
92.115.550;8;66.88;1418.30;19528.43
92.115.600;8;67.01;1418.35;19529.36
92.115.650;8;67.09;1418.40;19530.29
92.115.700;8;66.91;1418.45;19531.22
92.115.750;8;66.76;1418.50;19532.15
92.115.800;8;66.91;1418.55;19533.08
92.115.850;8;67.16;1418.60;19534.01
92.115.900;9;67.38;1418.65;19534.94
92.115.950;9;67.57;1418.70;19535.88
92.116.000;9;67.70;1418.75;19536.82
92.116.050;9;67.78;1418.80;19537.76
92.116.100;9;67.81;1418.85;19538.70
92.116.150;9;67.85;1418.90;19539.64
92.116.200;9;67.98;1418.95;19540.59
92.116.250;9;68.11;1419.00;19541.53
92.116.300;9;68.13;1419.05;19542.48
92.116.350;9;68.15;1419.10;19543.42
92.116.400;9;68.33;1419.15;19544.37
92.116.450;9;68.45;1419.20;19545.32
92.116.500;9;68.21;1419.25;19546.27
92.116.550;9;68.04;1419.30;19547.22
92.116.600;9;68.53;1419.35;19548.17
92.116.650;9;68.92;1419.40;19549.12
92.116.700;9;68.29;1419.45;19550.07
92.116.750;9;67.76;1419.50;19551.02
92.116.800;9;68.51;1419.55;19551.96
92.116.850;9;69.49;1419.60;19552.92
92.116.900;7;70.08;1419.65;19553.89
92.116.950;7;70.14;1419.70;19554.87
92.117.000;7;68.71;1419.75;19555.83
92.117.050;7;67.63;1419.80;19556.78
92.117.100;7;69.34;1419.85;19557.73
92.117.150;7;71.00;1419.90;19558.70
92.117.200;7;69.77;1419.95;19559.68
92.117.250;7;67.99;1420.00;19560.64
92.117.300;7;67.18;1420.05;19561.58
92.117.350;7;66.89;1420.10;19562.51
92.117.400;7;67.28;1420.15;19563.44
92.117.450;7;67.98;1420.20;19564.38
92.117.500;7;68.66;1420.25;19565.33
92.117.550;7;69.31;1420.30;19566.28
92.117.600;7;69.73;1420.35;19567.25
92.117.650;7;70.04;1420.40;19568.22
92.117.700;7;70.30;1420.45;19569.20
92.117.750;7;70.50;1420.50;19570.17
92.117.800;7;70.66;1420.55;19571.15
92.117.850;7;70.77;1420.60;19572.14
92.117.900;10;70.77;1420.65;19573.12
92.117.950;10;70.78;1420.70;19574.10
92.118.000;10;70.93;1420.75;19575.09
92.118.050;10;71.05;1420.80;19576.07
92.118.100;10;70.93;1420.85;19577.06
92.118.150;10;70.84;1420.90;19578.04
92.118.200;10;71.10;1420.95;19579.03
92.118.250;10;71.37;1421.00;19580.02
92.118.300;10;71.34;1421.05;19581.01
92.118.350;10;71.28;1421.10;19582.00
92.118.400;10;71.39;1421.15;19582.99
92.118.450;10;71.53;1421.20;19583.98
92.118.500;10;71.56;1421.25;19584.98
92.118.550;10;71.60;1421.30;19585.97
92.118.600;10;71.71;1421.35;19586.96
92.118.650;10;71.86;1421.40;19587.96
92.118.700;10;72.10;1421.45;19588.96
92.118.750;10;72.33;1421.50;19589.96
92.118.800;10;72.46;1421.55;19590.97
92.118.850;10;72.48;1421.60;19591.98
92.118.900;10;72.27;1421.65;19592.98
92.118.950;10;72.07;1421.70;19593.98
92.119.000;10;72.16;1421.75;19594.99
92.119.050;10;72.34;1421.80;19595.99
92.119.100;10;72.49;1421.85;19596.99
92.119.150;10;72.65;1421.90;19598.00
92.119.200;10;72.81;1421.95;19599.01
92.119.250;10;72.95;1422.00;19600.03
92.119.300;10;73.07;1422.05;19601.04
92.119.350;10;73.14;1422.10;19602.05
92.119.400;10;73.10;1422.15;19603.07
92.119.450;10;73.07;1422.20;19604.09
92.119.500;10;73.22;1422.25;19605.10
92.119.550;10;73.38;1422.30;19606.12
92.119.600;10;73.36;1422.35;19607.14
92.119.650;10;73.32;1422.40;19608.16
92.119.700;10;73.36;1422.45;19609.18
92.119.750;10;73.43;1422.50;19610.19
92.119.800;10;73.50;1422.55;19611.22
92.119.850;10;73.56;1422.60;19612.24
92.119.900;11;73.59;1422.65;19613.26
92.119.950;11;73.62;1422.70;19614.28
92.120.000;11;73.68;1422.75;19615.30
92.120.050;11;73.74;1422.80;19616.33
92.120.100;11;73.76;1422.85;19617.35
92.120.150;11;73.79;1422.90;19618.38
92.120.200;11;73.85;1422.95;19619.40
92.120.250;11;73.94;1423.00;19620.43
92.120.300;11;74.05;1423.05;19621.46
92.120.350;11;74.15;1423.10;19622.48
92.120.400;11;74.19;1423.15;19623.51
92.120.450;11;74.23;1423.20;19624.55
92.120.500;11;74.32;1423.25;19625.58
92.120.550;11;74.40;1423.30;19626.61
92.120.600;11;74.44;1423.35;19627.64
92.120.650;11;74.48;1423.40;19628.68
92.120.700;11;74.62;1423.45;19629.71
92.120.750;11;74.70;1423.50;19630.75
92.120.800;11;74.54;1423.55;19631.79
92.120.850;11;74.35;1423.60;19632.82
92.120.900;11;74.28;1423.65;19633.85
92.120.950;11;74.25;1423.70;19634.88
92.121.000;11;74.23;1423.75;19635.91
92.121.050;11;74.18;1423.80;19636.95
92.121.100;11;74.04;1423.85;19637.97
92.121.150;11;73.91;1423.90;19639.00
92.121.200;11;73.87;1423.95;19640.03
92.121.250;11;73.96;1424.00;19641.06
92.121.300;11;74.33;1424.05;19642.08
92.121.350;11;74.67;1424.10;19643.12
92.121.400;11;74.67;1424.15;19644.16
92.121.450;11;74.57;1424.20;19645.19
92.121.500;11;74.48;1424.25;19646.23
92.121.550;11;74.40;1424.30;19647.26
92.121.600;11;74.39;1424.35;19648.30
92.121.650;11;74.41;1424.40;19649.33
92.121.700;11;74.39;1424.45;19650.36
92.121.750;11;74.37;1424.50;19651.40
92.121.800;11;74.41;1424.55;19652.43
92.121.850;11;74.44;1424.60;19653.46
92.121.900;11;74.43;1424.65;19654.50
92.121.950;11;74.40;1424.70;19655.53
92.122.000;11;74.34;1424.75;19656.56
92.122.050;11;74.28;1424.80;19657.59
92.122.100;11;74.20;1424.85;19658.63
92.122.150;11;74.14;1424.90;19659.66
92.122.200;11;74.11;1424.95;19660.69
92.122.250;11;74.09;1425.00;19661.71
92.122.300;11;74.12;1425.05;19662.74
92.122.350;11;74.14;1425.10;19663.77
92.122.400;11;74.10;1425.15;19664.80
92.122.450;11;74.02;1425.20;19665.83
92.122.500;11;73.84;1425.25;19666.86
92.122.550;11;73.71;1425.30;19667.88
92.122.600;11;73.82;1425.35;19668.91
92.122.650;11;73.95;1425.40;19669.93
92.122.700;11;73.87;1425.45;19670.96
92.122.750;11;73.74;1425.50;19671.98
92.122.800;11;73.67;1425.55;19673.01
92.122.850;11;73.62;1425.60;19674.03
92.122.900;10;73.59;1425.65;19675.05
92.122.950;10;73.58;1425.70;19676.08
92.123.000;10;73.61;1425.75;19677.10
92.123.050;10;73.63;1425.80;19678.12
92.123.100;10;73.61;1425.85;19679.14
92.123.150;10;73.56;1425.90;19680.16
92.123.200;10;73.51;1425.95;19681.19
92.123.250;10;73.42;1426.00;19682.21
92.123.300;10;73.24;1426.05;19683.23
92.123.350;10;73.06;1426.10;19684.24
92.123.400;10;73.02;1426.15;19685.26
92.123.450;10;72.94;1426.20;19686.27
92.123.500;10;72.60;1426.25;19687.28
92.123.550;10;72.31;1426.30;19688.29
92.123.600;10;72.36;1426.35;19689.29
92.123.650;10;72.52;1426.40;19690.30
92.123.700;10;72.64;1426.45;19691.30
92.123.750;10;72.69;1426.50;19692.31
92.123.800;10;72.52;1426.55;19693.32
92.123.850;10;72.31;1426.60;19694.33
92.123.900;10;72.24;1426.65;19695.33
92.123.950;10;72.24;1426.70;19696.34
92.124.000;10;72.35;1426.75;19697.34
92.124.050;10;72.45;1426.80;19698.35
92.124.100;10;72.41;1426.85;19699.35
92.124.150;10;72.33;1426.90;19700.36
92.124.200;10;72.27;1426.95;19701.36
92.124.250;10;72.18;1427.00;19702.36
92.124.300;10;72.02;1427.05;19703.36
92.124.350;10;71.89;1427.10;19704.36
92.124.400;10;71.94;1427.15;19705.36
92.124.450;10;72.03;1427.20;19706.36
92.124.500;10;72.05;1427.25;19707.36
92.124.550;10;72.07;1427.30;19708.36
92.124.600;10;72.17;1427.35;19709.37
92.124.650;10;72.22;1427.40;19710.37
92.124.700;10;72.05;1427.45;19711.37
92.124.750;10;71.87;1427.50;19712.37
92.124.800;10;71.93;1427.55;19713.37
92.124.850;10;71.98;1427.60;19714.37
92.124.900;10;71.76;1427.65;19715.37
92.124.950;10;71.56;1427.70;19716.36
92.125.000;10;71.68;1427.75;19717.36
92.125.050;10;71.84;1427.80;19718.35
92.125.100;10;71.85;1427.85;19719.35
92.125.150;10;71.78;1427.90;19720.35
92.125.200;10;71.62;1427.95;19721.34
92.125.250;10;71.45;1428.00;19722.34
92.125.300;10;71.39;1428.05;19723.33
92.125.350;10;71.32;1428.10;19724.32
92.125.400;10;71.14;1428.15;19725.31
92.125.450;10;70.95;1428.20;19726.30
92.125.500;10;70.74;1428.25;19727.28
92.125.550;10;70.66;1428.30;19728.26
92.125.600;10;71.03;1428.35;19729.25
92.125.650;10;71.38;1428.40;19730.24
92.125.700;10;71.16;1428.45;19731.23
92.125.750;10;70.91;1428.50;19732.21
92.125.800;10;71.12;1428.55;19733.20
92.125.850;10;71.38;1428.60;19734.19
92.125.900;10;71.38;1428.65;19735.18
92.125.950;10;71.23;1428.70;19736.17
92.126.000;10;70.84;1428.75;19737.16
92.126.050;10;70.48;1428.80;19738.14
92.126.100;10;70.49;1428.85;19739.12
92.126.150;10;70.62;1428.90;19740.10
92.126.200;10;70.77;1428.95;19741.08
92.126.250;10;70.88;1429.00;19742.06
92.126.300;10;70.79;1429.05;19743.05
92.126.350;10;70.68;1429.10;19744.03
92.126.400;10;70.74;1429.15;19745.01
92.126.450;10;70.80;1429.20;19745.99
92.126.500;10;70.72;1429.25;19746.98
92.126.550;10;70.62;1429.30;19747.96
92.126.600;10;70.64;1429.35;19748.94
92.126.650;10;70.64;1429.40;19749.92
92.126.700;10;70.44;1429.45;19750.90
92.126.750;10;70.27;1429.50;19751.88
92.126.800;10;70.42;1429.55;19752.85
92.126.850;10;70.56;1429.60;19753.83
92.126.900;10;70.38;1429.65;19754.81
92.126.950;10;70.16;1429.70;19755.79
92.127.000;10;70.09;1429.75;19756.76
92.127.050;10;70.03;1429.80;19757.73
92.127.100;10;69.85;1429.85;19758.71
92.127.150;10;69.69;1429.90;19759.67
92.127.200;10;69.76;1429.95;19760.64
92.127.250;10;69.85;1430.00;19761.61
92.127.300;10;69.72;1430.05;19762.58
92.127.350;10;69.58;1430.10;19763.55
92.127.400;10;69.59;1430.15;19764.52
92.127.450;10;69.58;1430.20;19765.48
92.127.500;10;69.42;1430.25;19766.45
92.127.550;10;69.24;1430.30;19767.41
92.127.600;10;69.10;1430.35;19768.37
92.127.650;10;69.02;1430.40;19769.33
92.127.700;10;69.02;1430.45;19770.29
92.127.750;10;69.06;1430.50;19771.25
92.127.800;10;69.17;1430.55;19772.21
92.127.850;10;69.22;1430.60;19773.17
92.127.900;9;69.06;1430.65;19774.13
92.127.950;9;68.85;1430.70;19775.09
92.128.000;9;68.80;1430.75;19776.04
92.128.050;9;68.72;1430.80;19777.00
92.128.100;9;68.42;1430.85;19777.95
92.128.150;9;68.09;1430.90;19778.90
92.128.200;9;67.90;1430.95;19779.84
92.128.250;9;67.78;1431.00;19780.78
92.128.300;9;67.70;1431.05;19781.73
92.128.350;9;67.68;1431.10;19782.67
92.128.400;9;67.76;1431.15;19783.61
92.128.450;9;67.86;1431.20;19784.55
92.128.500;9;67.87;1431.25;19785.49
92.128.550;9;67.86;1431.30;19786.43
92.128.600;9;67.90;1431.35;19787.38
92.128.650;9;67.88;1431.40;19788.32
92.128.700;9;67.67;1431.45;19789.26
92.128.750;9;67.43;1431.50;19790.20
92.128.800;9;67.27;1431.55;19791.13
92.128.850;9;67.17;1431.60;19792.07
92.128.900;11;67.24;1431.65;19793.00
92.128.950;11;67.29;1431.70;19793.93
92.129.000;11;67.08;1431.75;19794.87
92.129.050;11;66.86;1431.80;19795.80
92.129.100;11;66.85;1431.85;19796.73
92.129.150;11;66.80;1431.90;19797.65
92.129.200;11;66.38;1431.95;19798.58
92.129.250;11;65.93;1432.00;19799.50
92.129.300;11;65.65;1432.05;19800.41
92.129.350;11;65.53;1432.10;19801.32
92.129.400;11;65.62;1432.15;19802.23
92.129.450;11;65.83;1432.20;19803.15
92.129.500;11;66.11;1432.25;19804.06
92.129.550;11;66.37;1432.30;19804.98
92.129.600;11;66.50;1432.35;19805.91
92.129.650;11;66.50;1432.40;19806.83
92.129.700;11;66.29;1432.45;19807.75
92.129.750;11;66.05;1432.50;19808.67
92.129.800;11;65.91;1432.55;19809.59
92.129.850;11;65.84;1432.60;19810.50
92.129.900;9;65.85;1432.65;19811.42
92.129.950;9;65.87;1432.70;19812.33
92.130.000;9;65.83;1432.75;19813.25
92.130.050;9;65.77;1432.80;19814.16
92.130.100;9;65.69;1432.85;19815.07
92.130.150;9;65.62;1432.90;19815.98
92.130.200;9;65.69;1432.95;19816.90
92.130.250;9;65.62;1433.00;19817.81
92.130.300;9;65.02;1433.05;19818.72
92.130.350;9;64.39;1433.10;19819.61
92.130.400;9;64.21;1433.15;19820.51
92.130.450;9;64.20;1433.20;19821.40
92.130.500;9;64.26;1433.25;19822.29
92.130.550;9;64.39;1433.30;19823.18
92.130.600;9;64.58;1433.35;19824.08
92.130.650;9;64.77;1433.40;19824.98
92.130.700;9;64.90;1433.45;19825.88
92.130.750;9;64.93;1433.50;19826.78
92.130.800;9;64.78;1433.55;19827.68
92.130.850;9;64.59;1433.60;19828.58
92.130.900;8;64.51;1433.65;19829.48
92.130.950;8;64.49;1433.70;19830.37
92.131.000;8;64.59;1433.75;19831.27
92.131.050;8;64.71;1433.80;19832.17
92.131.100;8;64.76;1433.85;19833.07
92.131.150;8;64.81;1433.90;19833.96
92.131.200;8;64.89;1433.95;19834.87
92.131.250;8;64.93;1434.00;19835.77
92.131.300;8;64.77;1434.05;19836.67
92.131.350;8;64.61;1434.10;19837.57
92.131.400;8;64.63;1434.15;19838.46
92.131.450;8;64.67;1434.20;19839.36
92.131.500;8;64.63;1434.25;19840.26
92.131.550;8;64.56;1434.30;19841.16
92.131.600;8;64.46;1434.35;19842.05
92.131.650;8;64.36;1434.40;19842.95
92.131.700;8;64.30;1434.45;19843.84
92.131.750;8;64.28;1434.50;19844.73
92.131.800;8;64.37;1434.55;19845.63
92.131.850;8;64.46;1434.60;19846.52
92.131.900;8;64.39;1434.65;19847.42
92.131.950;8;64.34;1434.70;19848.31
92.132.000;8;64.50;1434.75;19849.21
92.132.050;8;64.66;1434.80;19850.10
92.132.100;8;64.63;1434.85;19851.00
92.132.150;8;64.52;1434.90;19851.90
92.132.200;8;64.27;1434.95;19852.79
92.132.250;8;64.14;1435.00;19853.68
92.132.300;8;64.52;1435.05;19854.58
92.132.350;8;64.90;1435.10;19855.48
92.132.400;8;64.83;1435.15;19856.38
92.132.450;8;64.58;1435.20;19857.27
92.132.500;8;64.18;1435.25;19858.17
92.132.550;8;63.81;1435.30;19859.06
92.132.600;8;63.67;1435.35;19859.94
92.132.650;8;63.65;1435.40;19860.83
92.132.700;8;63.73;1435.45;19861.71
92.132.750;8;63.89;1435.50;19862.60
92.132.800;8;64.19;1435.55;19863.49
92.132.850;8;64.34;1435.60;19864.38
92.132.900;9;63.86;1435.65;19865.27
92.132.950;9;63.36;1435.70;19866.15
92.133.000;9;63.41;1435.75;19867.03
92.133.050;9;63.55;1435.80;19867.92
92.133.100;9;63.43;1435.85;19868.80
92.133.150;9;63.18;1435.90;19869.68
