UTC time;Satellites;Speed (km/h);Elapsed time (s);Distance (m)
91.009.950;10;66.41;752.70;10486.41
91.010.000;10;66.44;752.75;10487.33
91.010.050;10;66.47;752.80;10488.25
91.010.100;10;66.46;752.85;10489.17
91.010.150;10;66.43;752.90;10490.10
91.010.200;10;66.36;752.95;10491.02
91.010.250;10;66.32;753.00;10491.94
91.010.300;10;66.38;753.05;10492.86
91.010.350;10;66.43;753.10;10493.78
91.010.400;10;66.36;753.15;10494.71
91.010.450;10;66.29;753.20;10495.63
91.010.500;10;66.38;753.25;10496.55
91.010.550;10;66.46;753.30;10497.47
91.010.600;10;66.36;753.35;10498.39
91.010.650;10;66.23;753.40;10499.32
91.010.700;10;66.20;753.45;10500.23
91.010.750;10;66.20;753.50;10501.15
91.010.800;10;66.22;753.55;10502.07
91.010.850;10;66.24;753.60;10502.99
91.010.900;10;66.18;753.65;10503.91
91.010.950;10;66.14;753.70;10504.83
91.011.000;10;66.24;753.75;10505.75
91.011.050;10;66.33;753.80;10506.67
91.011.100;10;66.24;753.85;10507.59
91.011.150;10;66.15;753.90;10508.51
91.011.200;10;66.24;753.95;10509.43
91.011.250;10;66.33;754.00;10510.35
91.011.300;10;66.22;754.05;10511.27
91.011.350;10;66.10;754.10;10512.19
91.011.400;10;66.12;754.15;10513.11
91.011.450;10;66.15;754.20;10514.03
91.011.500;10;66.09;754.25;10514.95
91.011.550;10;66.03;754.30;10515.86
91.011.600;10;66.02;754.35;10516.78
91.011.650;10;66.04;754.40;10517.70
91.011.700;10;66.08;754.45;10518.62
91.011.750;10;66.12;754.50;10519.53
91.011.800;10;66.10;754.55;10520.45
91.011.850;10;66.08;754.60;10521.37
91.011.900;10;66.12;754.65;10522.29
91.011.950;10;66.15;754.70;10523.21
91.012.000;10;66.13;754.75;10524.12
91.012.050;10;66.07;754.80;10525.04
91.012.100;10;65.96;754.85;10525.96
91.012.150;10;65.86;754.90;10526.88
91.012.200;10;65.81;754.95;10527.79
91.012.250;10;65.77;755.00;10528.70
91.012.300;10;65.71;755.05;10529.62
91.012.350;10;65.69;755.10;10530.53
91.012.400;10;65.85;755.15;10531.44
91.012.450;10;66.00;755.20;10532.36
91.012.500;10;66.00;755.25;10533.27
91.012.550;10;65.94;755.30;10534.19
91.012.600;10;65.91;755.35;10535.11
91.012.650;10;65.85;755.40;10536.02
91.012.700;10;65.73;755.45;10536.94
91.012.750;10;65.65;755.50;10537.85
91.012.800;10;65.73;755.55;10538.76
91.012.850;10;65.84;755.60;10539.67
91.012.900;10;65.90;755.65;10540.59
91.012.950;10;65.93;755.70;10541.50
91.013.000;10;65.90;755.75;10542.42
91.013.050;10;65.86;755.80;10543.33
91.013.100;10;65.88;755.85;10544.25
91.013.150;10;65.89;755.90;10545.16
91.013.200;10;65.81;755.95;10546.08
91.013.250;10;65.74;756.00;10546.99
91.013.300;10;65.73;756.05;10547.91
91.013.350;10;65.72;756.10;10548.82
91.013.400;10;65.65;756.15;10549.73
91.013.450;10;65.58;756.20;10550.64
91.013.500;10;65.55;756.25;10551.55
91.013.550;10;65.54;756.30;10552.46
91.013.600;10;65.54;756.35;10553.37
91.013.650;10;65.53;756.40;10554.28
91.013.700;10;65.44;756.45;10555.19
91.013.750;10;65.40;756.50;10556.10
91.013.800;10;65.66;756.55;10557.01
91.013.850;10;65.88;756.60;10557.93
91.013.900;10;65.68;756.65;10558.84
91.013.950;10;65.43;756.70;10559.75
91.014.000;10;65.40;756.75;10560.66
91.014.050;10;65.44;756.80;10561.57
91.014.100;10;65.48;756.85;10562.48
91.014.150;10;65.50;756.90;10563.39
91.014.200;10;65.36;756.95;10564.29
91.014.250;10;65.22;757.00;10565.20
91.014.300;10;65.23;757.05;10566.11
91.014.350;10;65.25;757.10;10567.01
91.014.400;10;65.17;757.15;10567.92
91.014.450;10;65.07;757.20;10568.82
91.014.500;10;65.05;757.25;10569.73
91.014.550;10;65.03;757.30;10570.63
91.014.600;10;64.96;757.35;10571.53
91.014.650;10;64.90;757.40;10572.43
91.014.700;10;64.90;757.45;10573.34
91.014.750;10;64.91;757.50;10574.24
91.014.800;10;64.87;757.55;10575.14
91.014.850;10;64.82;757.60;10576.04
91.014.900;10;64.78;757.65;10576.94
91.014.950;10;64.75;757.70;10577.84
91.015.000;10;64.72;757.75;10578.74
91.015.050;10;64.68;757.80;10579.64
91.015.100;10;64.61;757.85;10580.53
91.015.150;10;64.54;757.90;10581.43
91.015.200;10;64.54;757.95;10582.33
91.015.250;10;64.55;758.00;10583.22
91.015.300;10;64.49;758.05;10584.12
91.015.350;10;64.41;758.10;10585.02
91.015.400;10;64.31;758.15;10585.91
91.015.450;10;64.24;758.20;10586.80
91.015.500;10;64.32;758.25;10587.69
91.015.550;10;64.41;758.30;10588.59
91.015.600;10;64.39;758.35;10589.48
91.015.650;10;64.32;758.40;10590.38
91.015.700;10;64.23;758.45;10591.27
91.015.750;10;64.14;758.50;10592.16
91.015.800;10;64.08;758.55;10593.05
91.015.850;10;64.07;758.60;10593.94
91.015.900;10;64.14;758.65;10594.83
91.015.950;10;64.20;758.70;10595.72
91.016.000;10;64.10;758.75;10596.61
91.016.050;10;63.98;758.80;10597.50
91.016.100;10;63.93;758.85;10598.39
91.016.150;10;63.90;758.90;10599.28
91.016.200;10;63.88;758.95;10600.17
91.016.250;10;63.88;759.00;10601.05
91.016.300;10;63.88;759.05;10601.94
91.016.350;10;63.88;759.10;10602.83
91.016.400;10;63.83;759.15;10603.72
91.016.450;10;63.78;759.20;10604.60
91.016.500;10;63.80;759.25;10605.49
91.016.550;10;63.84;759.30;10606.37
91.016.600;10;63.86;759.35;10607.26
91.016.650;10;63.86;759.40;10608.15
91.016.700;10;63.83;759.45;10609.03
91.016.750;10;63.82;759.50;10609.92
91.016.800;10;63.85;759.55;10610.81
91.016.850;10;63.89;759.60;10611.69
91.016.900;10;63.91;759.65;10612.58
91.016.950;10;63.90;759.70;10613.47
91.017.000;10;63.86;759.75;10614.36
91.017.050;10;63.81;759.80;10615.24
91.017.100;10;63.80;759.85;10616.13
91.017.150;10;63.80;759.90;10617.02
91.017.200;10;63.81;759.95;10617.90
91.017.250;10;63.85;760.00;10618.79
91.017.300;10;63.96;760.05;10619.68
91.017.350;10;64.04;760.10;10620.56
91.017.400;10;63.96;760.15;10621.45
91.017.450;10;63.86;760.20;10622.34
91.017.500;10;63.82;760.25;10623.23
91.017.550;10;63.81;760.30;10624.11
91.017.600;10;63.87;760.35;10625.00
91.017.650;10;63.92;760.40;10625.89
91.017.700;10;63.87;760.45;10626.78
91.017.750;10;63.82;760.50;10627.66
91.017.800;10;63.82;760.55;10628.55
91.017.850;10;63.86;760.60;10629.44
91.017.900;10;63.98;760.65;10630.32
91.017.950;10;64.07;760.70;10631.21
91.018.000;10;63.98;760.75;10632.10
91.018.050;10;63.87;760.80;10632.99
91.018.100;10;63.87;760.85;10633.88
91.018.150;10;63.88;760.90;10634.76
91.018.200;10;63.85;760.95;10635.65
91.018.250;10;63.81;761.00;10636.54
91.018.300;10;63.82;761.05;10637.42
91.018.350;10;63.83;761.10;10638.31
91.018.400;10;63.80;761.15;10639.20
91.018.450;10;63.78;761.20;10640.08
91.018.500;10;63.82;761.25;10640.97
91.018.550;10;63.89;761.30;10641.86
91.018.600;10;63.94;761.35;10642.74
91.018.650;10;63.96;761.40;10643.63
91.018.700;10;63.86;761.45;10644.52
91.018.750;10;63.73;761.50;10645.41
91.018.800;10;63.61;761.55;10646.29
91.018.850;10;63.55;761.60;10647.17
91.018.900;10;63.71;761.65;10648.06
91.018.950;10;63.90;761.70;10648.94
91.019.000;10;63.93;761.75;10649.83
91.019.050;10;63.90;761.80;10650.72
91.019.100;10;63.84;761.85;10651.60
91.019.150;10;63.76;761.90;10652.49
91.019.200;10;63.69;761.95;10653.38
91.019.250;10;63.65;762.00;10654.26
91.019.300;10;63.71;762.05;10655.14
91.019.350;10;63.76;762.10;10656.03
91.019.400;10;63.68;762.15;10656.92
91.019.450;10;63.59;762.20;10657.80
91.019.500;10;63.65;762.25;10658.68
91.019.550;10;63.72;762.30;10659.57
91.019.600;10;63.67;762.35;10660.45
91.019.650;10;63.58;762.40;10661.34
91.019.700;10;63.49;762.45;10662.22
91.019.750;10;63.42;762.50;10663.10
91.019.800;10;63.38;762.55;10663.98
91.019.850;10;63.35;762.60;10664.86
91.019.900;10;63.30;762.65;10665.74
91.019.950;10;63.25;762.70;10666.62
91.020.000;10;63.19;762.75;10667.50
91.020.050;10;63.13;762.80;10668.37
91.020.100;10;63.11;762.85;10669.25
91.020.150;10;63.06;762.90;10670.13
91.020.200;10;62.88;762.95;10671.00
91.020.250;10;62.70;763.00;10671.87
91.020.300;10;62.69;763.05;10672.74
91.020.350;10;62.71;763.10;10673.61
91.020.400;10;62.64;763.15;10674.48
91.020.450;10;62.55;763.20;10675.35
91.020.500;10;62.48;763.25;10676.22
91.020.550;10;62.41;763.30;10677.09
91.020.600;10;62.38;763.35;10677.96
91.020.650;10;62.35;763.40;10678.82
91.020.700;10;62.27;763.45;10679.69
91.020.750;10;62.17;763.50;10680.55
91.020.800;10;62.03;763.55;10681.41
91.020.850;10;61.90;763.60;10682.28
91.020.900;10;61.83;763.65;10683.13
91.020.950;10;61.80;763.70;10683.99
91.021.000;10;61.75;763.75;10684.85
91.021.050;10;61.71;763.80;10685.71
91.021.100;10;61.68;763.85;10686.57
91.021.150;10;61.63;763.90;10687.42
91.021.200;10;61.47;763.95;10688.28
91.021.250;10;61.33;764.00;10689.13
91.021.300;10;61.33;764.05;10689.98
91.021.350;10;61.34;764.10;10690.83
91.021.400;10;61.25;764.15;10691.68
91.021.450;10;61.15;764.20;10692.53
91.021.500;10;61.08;764.25;10693.38
91.021.550;10;61.03;764.30;10694.23
91.021.600;10;60.97;764.35;10695.08
91.021.650;10;60.90;764.40;10695.92
91.021.700;10;60.78;764.45;10696.77
91.021.750;10;60.66;764.50;10697.61
91.021.800;10;60.60;764.55;10698.46
91.021.850;10;60.55;764.60;10699.30
91.021.900;10;60.48;764.65;10700.14
91.021.950;10;60.39;764.70;10700.98
91.022.000;10;60.26;764.75;10701.81
91.022.050;10;60.15;764.80;10702.65
91.022.100;10;60.12;764.85;10703.49
91.022.150;10;60.11;764.90;10704.32
91.022.200;10;60.05;764.95;10705.15
91.022.250;10;59.98;765.00;10705.99
91.022.300;10;59.87;765.05;10706.82
91.022.350;10;59.77;765.10;10707.65
91.022.400;10;59.73;765.15;10708.48
91.022.450;10;59.70;765.20;10709.31
91.022.500;10;59.63;765.25;10710.14
91.022.550;10;59.55;765.30;10710.97
91.022.600;10;59.53;765.35;10711.79
91.022.650;10;59.50;765.40;10712.62
91.022.700;10;59.38;765.45;10713.45
91.022.750;10;59.26;765.50;10714.27
91.022.800;10;59.18;765.55;10715.09
91.022.850;10;59.11;765.60;10715.91
91.022.900;10;59.07;765.65;10716.73
91.022.950;10;59.00;765.70;10717.55
91.023.000;10;58.85;765.75;10718.37
91.023.050;10;58.71;765.80;10719.19
91.023.100;10;58.68;765.85;10720.00
91.023.150;10;58.67;765.90;10720.82
91.023.200;10;58.61;765.95;10721.63
91.023.250;10;58.55;766.00;10722.45
91.023.300;10;58.57;766.05;10723.26
91.023.350;10;58.57;766.10;10724.07
91.023.400;10;58.39;766.15;10724.89
91.023.450;10;58.20;766.20;10725.70
91.023.500;10;58.13;766.25;10726.50
91.023.550;10;58.10;766.30;10727.31
91.023.600;10;58.04;766.35;10728.12
91.023.650;10;57.98;766.40;10728.92
91.023.700;10;57.93;766.45;10729.73
91.023.750;10;57.86;766.50;10730.53
91.023.800;10;57.73;766.55;10731.34
91.023.850;10;57.61;766.60;10732.14
91.023.900;10;57.56;766.65;10732.94
91.023.950;10;57.53;766.70;10733.74
91.024.000;10;57.46;766.75;10734.53
91.024.050;10;57.39;766.80;10735.33
91.024.100;10;57.30;766.85;10736.13
91.024.150;10;57.22;766.90;10736.92
91.024.200;10;57.13;766.95;10737.72
91.024.250;10;57.04;767.00;10738.51
91.024.300;10;56.96;767.05;10739.30
91.024.350;10;56.86;767.10;10740.09
91.024.400;10;56.72;767.15;10740.88
91.024.450;10;56.60;767.20;10741.67
91.024.500;10;56.61;767.25;10742.45
91.024.550;10;56.64;767.30;10743.24
91.024.600;10;56.57;767.35;10744.03
91.024.650;10;56.46;767.40;10744.81
91.024.700;10;56.35;767.45;10745.59
91.024.750;10;56.25;767.50;10746.38
91.024.800;10;56.21;767.55;10747.16
91.024.850;10;56.19;767.60;10747.94
91.024.900;10;56.13;767.65;10748.72
91.024.950;10;56.07;767.70;10749.50
91.025.000;10;56.01;767.75;10750.28
91.025.050;10;55.93;767.80;10751.05
91.025.100;10;55.80;767.85;10751.83
91.025.150;10;55.68;767.90;10752.60
91.025.200;10;55.60;767.95;10753.38
91.025.250;10;55.55;768.00;10754.15
91.025.300;10;55.49;768.05;10754.92
91.025.350;10;55.44;768.10;10755.69
91.025.400;10;55.38;768.15;10756.46
91.025.450;10;55.29;768.20;10757.23
91.025.500;10;55.11;768.25;10757.99
91.025.550;10;54.94;768.30;10758.76
91.025.600;10;54.95;768.35;10759.52
91.025.650;10;55.00;768.40;10760.29
91.025.700;10;54.99;768.45;10761.05
91.025.750;10;54.93;768.50;10761.81
91.025.800;10;54.78;768.55;10762.57
91.025.850;10;54.60;768.60;10763.33
91.025.900;10;54.44;768.65;10764.09
91.025.950;10;54.34;768.70;10764.85
91.026.000;10;54.37;768.75;10765.60
91.026.050;10;54.41;768.80;10766.36
91.026.100;10;54.35;768.85;10767.11
91.026.150;10;54.26;768.90;10767.87
91.026.200;10;54.19;768.95;10768.62
91.026.250;10;54.11;769.00;10769.37
91.026.300;10;54.00;769.05;10770.12
91.026.350;10;53.89;769.10;10770.87
91.026.400;10;53.81;769.15;10771.62
91.026.450;10;53.76;769.20;10772.37
91.026.500;10;53.75;769.25;10773.11
91.026.550;10;53.71;769.30;10773.86
91.026.600;10;53.53;769.35;10774.60
91.026.650;10;53.35;769.40;10775.35
91.026.700;10;53.27;769.45;10776.09
91.026.750;10;53.23;769.50;10776.83
91.026.800;10;53.19;769.55;10777.57
91.026.850;10;53.16;769.60;10778.30
91.026.900;10;53.13;769.65;10779.04
91.026.950;10;53.07;769.70;10779.78
91.027.000;10;52.89;769.75;10780.52
91.027.050;10;52.69;769.80;10781.25
91.027.100;10;52.59;769.85;10781.98
91.027.150;10;52.54;769.90;10782.71
91.027.200;10;52.55;769.95;10783.44
91.027.250;10;52.58;770.00;10784.17
91.027.300;10;52.57;770.05;10784.90
91.027.350;10;52.53;770.10;10785.63
91.027.400;10;52.39;770.15;10786.36
91.027.450;10;52.24;770.20;10787.08
91.027.500;10;52.18;770.25;10787.81
91.027.550;10;52.14;770.30;10788.53
91.027.600;10;52.04;770.35;10789.26
91.027.650;10;51.95;770.40;10789.98
91.027.700;10;51.94;770.45;10790.70
91.027.750;10;51.94;770.50;10791.42
91.027.800;10;51.88;770.55;10792.14
91.027.850;10;51.81;770.60;10792.86
91.027.900;10;51.75;770.65;10793.58
91.027.950;10;51.69;770.70;10794.30
91.028.000;10;51.57;770.75;10795.02
91.028.050;10;51.46;770.80;10795.73
91.028.100;10;51.37;770.85;10796.45
91.028.150;10;51.34;770.90;10797.16
91.028.200;10;51.41;770.95;10797.87
91.028.250;10;51.50;771.00;10798.59
91.028.300;10;51.51;771.05;10799.30
91.028.350;10;51.50;771.10;10800.02
91.028.400;10;51.47;771.15;10800.74
91.028.450;10;51.45;771.20;10801.45
91.028.500;10;51.49;771.25;10802.16
91.028.550;10;51.54;771.30;10802.88
91.028.600;10;51.49;771.35;10803.60
91.028.650;10;51.46;771.40;10804.31
91.028.700;10;51.56;771.45;10805.03
91.028.750;10;51.66;771.50;10805.74
91.028.800;10;51.65;771.55;10806.46
91.028.850;10;51.62;771.60;10807.18
91.028.900;10;51.65;771.65;10807.89
91.028.950;10;51.67;771.70;10808.61
91.029.000;10;51.64;771.75;10809.33
91.029.050;10;51.61;771.80;10810.05
91.029.100;10;51.58;771.85;10810.76
91.029.150;10;51.57;771.90;10811.48
91.029.200;10;51.56;771.95;10812.20
91.029.250;10;51.56;772.00;10812.91
91.029.300;10;51.59;772.05;10813.63
91.029.350;10;51.62;772.10;10814.34
91.029.400;10;51.63;772.15;10815.06
91.029.450;10;51.59;772.20;10815.78
91.029.500;10;51.41;772.25;10816.49
91.029.550;10;51.21;772.30;10817.21
91.029.600;10;51.08;772.35;10817.92
91.029.650;10;50.99;772.40;10818.63
91.029.700;10;50.95;772.45;10819.33
91.029.750;10;50.94;772.50;10820.04
91.029.800;10;50.95;772.55;10820.75
91.029.850;10;50.94;772.60;10821.46
91.029.900;10;50.84;772.65;10822.16
91.029.950;10;50.69;772.70;10822.87
91.030.000;10;50.52;772.75;10823.57
91.030.050;10;50.37;772.80;10824.27
91.030.100;10;50.34;772.85;10824.97
91.030.150;10;50.34;772.90;10825.67
91.030.200;10;50.27;772.95;10826.37
91.030.250;10;50.19;773.00;10827.07
91.030.300;10;50.17;773.05;10827.76
91.030.350;10;50.12;773.10;10828.46
91.030.400;10;49.96;773.15;10829.16
91.030.450;10;49.78;773.20;10829.85
91.030.500;10;49.61;773.25;10830.54
91.030.550;10;49.42;773.30;10831.23
91.030.600;10;49.15;773.35;10831.91
91.030.650;10;48.92;773.40;10832.59
91.030.700;10;48.92;773.45;10833.27
91.030.750;10;48.88;773.50;10833.95
91.030.800;10;48.47;773.55;10834.63
91.030.850;10;48.02;773.60;10835.30
91.030.900;9;47.80;773.65;10835.96
91.030.950;9;47.66;773.70;10836.62
91.031.000;9;47.53;773.75;10837.29
91.031.050;9;47.37;773.80;10837.94
91.031.100;9;47.09;773.85;10838.60
91.031.150;9;46.78;773.90;10839.25
91.031.200;9;46.52;773.95;10839.90
91.031.250;9;46.25;774.00;10840.54
91.031.300;9;45.94;774.05;10841.18
91.031.350;9;45.65;774.10;10841.82
91.031.400;9;45.44;774.15;10842.45
91.031.450;9;45.23;774.20;10843.08
91.031.500;9;44.96;774.25;10843.71
91.031.550;9;44.63;774.30;10844.33
91.031.600;9;44.25;774.35;10844.95
91.031.650;9;43.85;774.40;10845.56
91.031.700;9;43.51;774.45;10846.17
91.031.750;9;43.18;774.50;10846.77
91.031.800;9;42.85;774.55;10847.37
91.031.850;9;42.54;774.60;10847.96
91.031.900;9;42.28;774.65;10848.55
91.031.950;9;42.00;774.70;10849.13
91.032.000;9;41.58;774.75;10849.71
91.032.050;9;41.15;774.80;10850.29
91.032.100;9;40.87;774.85;10850.86
91.032.150;9;40.58;774.90;10851.42
91.032.200;9;40.06;774.95;10851.98
91.032.250;9;39.56;775.00;10852.54
91.032.300;9;39.32;775.05;10853.08
91.032.350;9;39.11;775.10;10853.63
91.032.400;9;38.75;775.15;10854.17
91.032.450;9;38.36;775.20;10854.71
91.032.500;9;38.12;775.25;10855.24
91.032.550;9;37.64;775.30;10855.76
91.032.600;9;36.37;775.35;10856.28
91.032.650;9;35.01;775.40;10856.77
91.032.700;9;34.20;775.45;10857.25
91.032.750;9;33.64;775.50;10857.72
91.032.800;9;33.19;775.55;10858.19
91.032.850;9;32.99;775.60;10858.65
91.032.900;9;33.25;775.65;10859.11
91.032.950;9;33.58;775.70;10859.57
91.033.000;9;33.60;775.75;10860.04
91.033.050;9;33.45;775.80;10860.50
91.033.100;9;33.11;775.85;10860.97
91.033.150;9;32.70;775.90;10861.42
91.033.200;9;32.44;775.95;10861.88
91.033.250;9;32.10;776.00;10862.32
91.033.300;9;31.47;776.05;10862.77
91.033.350;9;30.78;776.10;10863.20
91.033.400;9;30.20;776.15;10863.62
91.033.450;9;29.75;776.20;10864.04
91.033.500;9;29.56;776.25;10864.45
91.033.550;9;29.41;776.30;10864.86
91.033.600;9;29.07;776.35;10865.26
91.033.650;9;28.76;776.40;10865.67
91.033.700;9;28.75;776.45;10866.07
91.033.750;9;28.74;776.50;10866.46
91.033.800;9;28.43;776.55;10866.86
91.033.850;9;28.04;776.60;10867.25
91.033.900;7;27.76;776.65;10867.64
91.033.950;7;27.48;776.70;10868.03
91.034.000;7;27.14;776.75;10868.40
91.034.050;7;26.76;776.80;10868.78
91.034.100;7;26.29;776.85;10869.15
91.034.150;7;25.87;776.90;10869.51
91.034.200;7;25.66;776.95;10869.87
91.034.250;7;25.58;777.00;10870.22
91.034.300;7;25.68;777.05;10870.58
91.034.350;7;25.71;777.10;10870.94
91.034.400;7;25.28;777.15;10871.29
91.034.450;7;24.89;777.20;10871.64
91.034.500;7;25.12;777.25;10871.99
91.034.550;7;25.30;777.30;10872.34
91.034.600;7;24.75;777.35;10872.68
91.034.650;7;24.13;777.40;10873.02
91.034.700;7;23.97;777.45;10873.36
91.034.750;7;23.96;777.50;10873.69
91.034.800;7;23.96;777.55;10874.02
91.034.850;7;24.00;777.60;10874.36
91.034.900;9;24.09;777.65;10874.69
91.034.950;9;24.17;777.70;10875.02
91.035.000;9;24.22;777.75;10875.36
91.035.050;9;24.21;777.80;10875.70
91.035.100;9;24.06;777.85;10876.03
91.035.150;9;23.91;777.90;10876.37
91.035.200;9;23.90;777.95;10876.70
91.035.250;9;23.96;778.00;10877.03
91.035.300;9;24.14;778.05;10877.36
91.035.350;9;24.23;778.10;10877.70
91.035.400;9;23.91;778.15;10878.03
91.035.450;9;23.59;778.20;10878.36
91.035.500;9;23.61;778.25;10878.69
91.035.550;9;23.71;778.30;10879.02
91.035.600;9;23.74;778.35;10879.35
91.035.650;9;23.67;778.40;10879.68
91.035.700;9;23.31;778.45;10880.01
91.035.750;9;22.97;778.50;10880.33
91.035.800;9;22.96;778.55;10880.65
91.035.850;9;23.06;778.60;10880.97
91.035.900;9;23.20;778.65;10881.29
91.035.950;9;23.35;778.70;10881.61
91.036.000;9;23.48;778.75;10881.93
91.036.050;9;23.56;778.80;10882.26
91.036.100;9;23.51;778.85;10882.59
91.036.150;9;23.45;778.90;10882.91
91.036.200;9;23.48;778.95;10883.24
91.036.250;9;23.51;779.00;10883.57
91.036.300;9;23.48;779.05;10883.89
91.036.350;9;23.44;779.10;10884.22
91.036.400;9;23.48;779.15;10884.54
91.036.450;9;23.53;779.20;10884.87
91.036.500;9;23.53;779.25;10885.20
91.036.550;9;23.50;779.30;10885.52
91.036.600;9;23.46;779.35;10885.85
91.036.650;9;23.36;779.40;10886.18
91.036.700;9;23.10;779.45;10886.50
91.036.750;9;22.92;779.50;10886.82
91.036.800;9;23.13;779.55;10887.14
91.036.850;9;23.39;779.60;10887.46
91.036.900;8;23.38;779.65;10887.79
91.036.950;8;23.28;779.70;10888.11
91.037.000;8;23.14;779.75;10888.43
91.037.050;8;23.02;779.80;10888.75
91.037.100;8;23.07;779.85;10889.07
91.037.150;8;23.15;779.90;10889.39
91.037.200;8;23.11;779.95;10889.71
91.037.250;8;23.09;780.00;10890.04
91.037.300;8;23.18;780.05;10890.36
91.037.350;8;23.28;780.10;10890.68
91.037.400;8;23.29;780.15;10891.00
91.037.450;8;23.33;780.20;10891.33
91.037.500;8;23.60;780.25;10891.65
91.037.550;8;23.78;780.30;10891.98
91.037.600;8;23.62;780.35;10892.31
91.037.650;8;23.19;780.40;10892.64
91.037.700;8;22.35;780.45;10892.95
91.037.750;8;21.56;780.50;10893.26
91.037.800;8;21.19;780.55;10893.55
91.037.850;8;21.33;780.60;10893.85
91.037.900;8;22.46;780.65;10894.15
91.037.950;8;23.77;780.70;10894.47
91.038.000;8;24.47;780.75;10894.81
91.038.050;8;24.98;780.80;10895.15
91.038.100;8;25.50;780.85;10895.50
91.038.150;8;25.91;780.90;10895.86
91.038.200;8;26.10;780.95;10896.22
91.038.250;8;26.24;781.00;10896.59
91.038.300;8;26.45;781.05;10896.95
91.038.350;8;26.67;781.10;10897.32
91.038.400;8;26.93;781.15;10897.69
91.038.450;8;27.17;781.20;10898.07
91.038.500;8;27.27;781.25;10898.45
91.038.550;8;27.36;781.30;10898.83
91.038.600;8;27.55;781.35;10899.21
91.038.650;8;27.79;781.40;10899.59
91.038.700;8;28.02;781.45;10899.98
91.038.750;8;28.24;781.50;10900.37
91.038.800;8;28.39;781.55;10900.76
91.038.850;8;28.51;781.60;10901.16
91.038.900;8;28.60;781.65;10901.55
91.038.950;8;28.76;781.70;10901.95
91.039.000;8;29.17;781.75;10902.35
91.039.050;8;29.51;781.80;10902.76
91.039.100;8;29.32;781.85;10903.17
91.039.150;8;29.12;781.90;10903.58
91.039.200;8;29.37;781.95;10903.98
91.039.250;8;29.70;782.00;10904.39
91.039.300;8;29.86;782.05;10904.81
91.039.350;8;29.97;782.10;10905.22
91.039.400;8;30.07;782.15;10905.64
91.039.450;8;30.15;782.20;10906.06
91.039.500;8;30.22;782.25;10906.48
91.039.550;8;30.29;782.30;10906.90
91.039.600;8;30.29;782.35;10907.32
91.039.650;8;30.47;782.40;10907.74
91.039.700;8;31.17;782.45;10908.17
91.039.750;8;31.95;782.50;10908.61
91.039.800;8;32.35;782.55;10909.05
91.039.850;8;32.62;782.60;10909.50
