# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 200 Hz
# Recording started at: 2025-11-04 17:45:21.470
time;ax (m/s^2);ay (m/s^2);az (m/s^2);aT (m/s^2)
3,957531;0,1603;-0,1002;0,2229;0,29
3,980615;0,3756;-0,2642;0,1604;0,49
3,994946;0,1721;-0,3653;0,0276;0,40
4,011984;0,1092;-0,2828;-0,0322;0,30
4,012193;-0,2778;-0,0515;-0,0594;0,29
4,031438;-0,4546;0,0253;-0,0793;0,46
4,031632;-0,5885;0,0057;-0,0667;0,59
4,040629;-0,4884;-0,0954;0,0060;0,50
4,060026;-0,5153;0,1430;0,0525;0,54
4,076590;-0,7414;-0,0583;-0,5173;0,91
4,078316;-0,6862;0,0303;-0,2933;0,75
4,096185;-0,6635;0,0516;-0,3580;0,76
4,096364;-0,4546;0,1239;-0,2938;0,56
4,114240;-0,5839;0,2970;-0,0637;0,66
4,116929;-0,5542;0,3233;-0,0051;0,64
4,128018;-0,4436;0,3385;-0,0089;0,56
4,139916;-0,3611;0,1443;0,1287;0,41
4,142785;-0,3673;-0,1570;-0,0710;0,41
4,156345;-0,3354;-0,3399;-0,1672;0,51
4,162228;-0,3779;-0,3508;-0,2215;0,56
4,175322;-0,3019;-0,2233;-0,2896;0,47
4,193504;-0,2935;0,3332;-0,1633;0,47
4,214549;-0,3818;0,3510;-0,0449;0,52
4,225476;-0,4223;0,0523;-0,0431;0,43
4,242631;-0,2787;0,0432;-0,2323;0,37
4,246042;-0,2015;0,0889;-0,2188;0,31
4,260153;-0,1352;0,1048;-0,1817;0,25
4,264972;-0,0829;0,1263;-0,0927;0,18
4,275003;-0,0451;0,1302;-0,0703;0,15
4,290697;-0,0661;0,0980;0,0329;0,12
4,309041;-0,1041;0,0080;0,0569;0,12
4,311502;-0,1490;-0,0191;0,0859;0,17
4,325326;-0,1145;-0,0782;0,1011;0,17
4,330106;-0,0198;-0,1292;0,0968;0,16
4,343041;0,0725;-0,1826;0,0601;0,21
4,348725;0,1478;-0,2357;0,0278;0,28
4,358728;0,1956;-0,2648;0,0102;0,33
4,378376;0,1522;-0,2713;0,0189;0,31
4,378473;0,1229;-0,2175;0,0982;0,27
4,391986;0,1001;-0,1195;0,0867;0,18
4,395784;0,0947;-0,0656;0,0316;0,12
4,407145;0,0671;-0,0923;0,0433;0,12
4,415419;0,1048;-0,1763;0,0713;0,22
4,424789;0,1122;-0,2400;0,0976;0,28
4,443047;-0,0414;-0,3126;0,1734;0,36
4,459779;-0,0268;-0,2088;0,1170;0,24
4,461201;0,0014;-0,1481;0,0061;0,15
4,476523;0,0173;-0,1625;-0,0088;0,16
4,479815;0,0578;-0,1393;0,0060;0,15
4,495260;0,0469;-0,1368;0,0208;0,15
4,499441;0,1036;-0,1192;-0,0139;0,16
4,509626;0,1492;-0,1036;-0,0418;0,19
4,526049;0,1333;-0,0968;-0,0523;0,17
4,526468;0,1211;-0,1008;-0,0210;0,16
4,543900;0,0419;-0,1000;-0,0227;0,11
4,546011;0,0493;-0,0779;-0,0230;0,09
4,559505;0,0865;-0,0915;0,0070;0,13
4,564497;0,0937;-0,0636;0,0059;0,11
4,575787;0,1183;-0,0819;0,0012;0,14
4,591361;0,1277;-0,1105;-0,0315;0,17
4,609242;0,1410;-0,1163;-0,0439;0,19
4,610603;0,1049;-0,0904;-0,0265;0,14
4,628798;0,0292;-0,0672;-0,0413;0,08
4,629029;0,0543;0,0124;-0,0273;0,06
4,645895;0,0218;0,0348;-0,0595;0,07
4,648071;0,0225;0,0550;-0,0504;0,08
4,659663;0,0253;0,0624;-0,0958;0,12
4,665799;0,0309;0,0619;-0,0546;0,09
4,676302;0,0233;0,0287;-0,0777;0,09
4,690924;0,0357;0,0115;-0,0900;0,10
4,694767;0,0087;0,0168;-0,1246;0,13
4,710577;0,0280;0,0189;-0,1022;0,11
4,729432;0,0442;0,0596;-0,0881;0,12
4,731399;0,0451;0,0465;-0,0609;0,09
4,748270;0,0600;0,0633;-0,0485;0,10
4,750206;0,0382;0,0366;-0,0199;0,06
4,760527;0,0191;0,0247;-0,0178;0,04
4,771538;0,0521;0,0154;-0,0216;0,06
4,780334;0,0565;-0,0054;-0,0182;0,06
4,793142;0,0880;-0,0139;-0,0208;0,09
4,797634;0,0933;-0,0397;-0,0257;0,10
4,808645;0,1081;-0,0380;-0,0223;0,12
4,815763;0,1017;-0,0246;-0,0117;0,11
4,825572;0,0871;-0,0243;0,0269;0,09
4,842647;0,0695;-0,0263;0,0591;0,09
4,847035;0,0429;-0,0283;0,0767;0,09
4,857696;0,0158;-0,0173;0,0482;0,05
4,879213;0,0127;-0,0413;-0,0014;0,04
4,881593;0,0184;-0,0445;-0,0106;0,05
4,891946;0,0285;-0,0619;-0,0409;0,08
4,899600;0,0242;-0,0415;-0,0600;0,08
4,909706;0,0152;-0,0389;-0,0542;0,07
4,929444;0,0006;-0,0163;-0,0309;0,03
4,929595;-0,0303;-0,0364;0,0074;0,05
4,948544;-0,0216;-0,0327;0,0121;0,04
4,948685;-0,0305;-0,0279;0,0228;0,05
4,964166;-0,0380;-0,0067;0,0192;0,04
4,965572;-0,0500;-0,0296;0,0064;0,06
4,981261;-0,0311;-0,0464;0,0198;0,06
4,997225;-0,0318;-0,0618;0,0179;0,07
5,013355;-0,0169;-0,0725;0,0147;0,08
5,013514;-0,0045;-0,0856;0,0022;0,09
5,030087;-0,0184;-0,0396;-0,0077;0,04
5,030489;-0,0487;0,0011;-0,0329;0,06
5,045167;-0,0434;0,0426;-0,0898;0,11
5,049413;-0,0689;0,0085;-0,0835;0,11
5,063154;-0,0444;-0,0430;-0,0289;0,07
5,069097;-0,0428;-0,0692;0,0190;0,08
5,081803;-0,0413;-0,0307;0,0204;0,06
5,098538;-0,0656;0,0272;0,0017;0,07
5,098744;-0,0823;0,0432;-0,0025;0,09
5,115360;-0,0692;0,0306;-0,0149;0,08
5,115484;-0,0444;0,0016;-0,0092;0,05
5,127851;-0,0365;0,0141;0,0293;0,05
5,134612;-0,0182;-0,0030;0,0319;0,04
5,152224;0,0085;0,0126;-0,0173;0,02
5,164094;0,0044;0,0100;-0,0484;0,05
5,182328;-0,0114;-0,0007;-0,0696;0,07
5,182479;-0,0350;-0,0029;-0,0870;0,09
5,197331;-0,0291;-0,0111;-0,0758;0,08
5,199136;-0,0446;0,0020;-0,0390;0,06
5,213000;-0,0481;0,0093;-0,0312;0,06
5,217702;-0,0315;0,0236;-0,0330;0,05
5,230436;-0,0280;0,0142;-0,0017;0,03
5,247707;-0,0256;-0,0025;-0,0084;0,03
5,247857;-0,0236;0,0089;-0,0350;0,04
5,265632;-0,0490;0,0197;-0,0686;0,09
5,265790;0,1088;-0,1090;-0,1448;0,21
5,281177;-0,0899;-0,0737;-0,0412;0,12
5,295833;0,1344;-0,3607;-0,0624;0,39
5,302859;-0,1624;0,0246;0,2451;0,30
5,311844;-0,2333;0,2474;0,2479;0,42
5,330106;-0,0563;0,2640;0,2206;0,35
5,330298;0,0313;0,1651;0,1064;0,20
5,348958;0,0549;0,0743;0,0196;0,09
5,349082;0,0111;0,1247;0,0329;0,13
5,360998;0,0277;0,0725;0,0083;0,08
5,367099;-0,0804;0,0380;-0,0094;0,09
5,379990;-0,0377;-0,0271;-0,1099;0,12
5,385535;0,0026;-0,0861;-0,0857;0,12
5,401226;0,0210;-0,1533;-0,1228;0,20
5,421244;0,0630;-0,2259;-0,2076;0,31
5,421341;0,1047;-0,2657;-0,2713;0,39
5,426060;0,1532;-0,2215;-0,2901;0,40
5,444711;0,1614;-0,0241;-0,1576;0,23
5,451440;-0,1517;0,2046;0,1016;0,27
5,462943;-0,1573;0,3036;0,2608;0,43
5,481897;-0,1863;0,3239;0,3766;0,53
5,482020;-0,1458;0,2360;0,3538;0,45
5,495956;-0,0895;0,0461;0,2830;0,30
5,498101;-0,0460;-0,1436;0,1542;0,22
5,510679;0,0087;-0,3089;0,0231;0,31
5,516779;0,0833;-0,3005;-0,0958;0,33
5,532421;0,0835;-0,0699;-0,1425;0,18
5,537468;0,0452;0,1152;-0,1132;0,17
5,545989;-0,0161;0,1406;-0,0061;0,14
5,559328;0,0049;0,0094;0,0199;0,02
